"","xx","yy"
"1",-0.265306122448980,-0.833333333333333
"2",-0.173469387755102,-0.833333333333333
"3",-0.0816326530612245,-0.833333333333333
"4",0.0102040816326532,-0.833333333333333
"5",0.102040816326531,-0.833333333333333
"6",0.193877551020408,-0.833333333333333
"7",0.285714285714286,-0.833333333333333
"8",0.377551020408163,-0.833333333333333
"9",0.469387755102041,-0.833333333333333
"10",0.561224489795918,-0.833333333333333
"11",0.653061224489796,-0.833333333333333
"12",0.744897959183674,-0.833333333333333
"13",0.836734693877551,-0.833333333333333
"14",0.928571428571429,-0.833333333333333
"15",1.02040816326531,-0.833333333333333
"16",1.11224489795918,-0.833333333333333
"17",1.20408163265306,-0.833333333333333
"18",1.29591836734694,-0.833333333333333
"19",1.38775510204082,-0.833333333333333
"20",1.47959183673469,-0.833333333333333
"21",1.57142857142857,-0.833333333333333
"22",1.66326530612245,-0.833333333333333
"23",1.75510204081633,-0.833333333333333
"24",1.84693877551020,-0.833333333333333
"25",1.93877551020408,-0.833333333333333
"26",2.03061224489796,-0.833333333333333
"27",2.12244897959184,-0.833333333333333
"28",2.21428571428571,-0.833333333333333
"29",2.30612244897959,-0.833333333333333
"30",2.39795918367347,-0.833333333333333
"31",2.48979591836735,-0.833333333333333
"32",2.58163265306122,-0.833333333333333
"33",2.6734693877551,-0.833333333333333
"34",2.76530612244898,-0.833333333333333
"35",2.85714285714286,-0.833333333333333
"36",2.94897959183673,-0.833333333333333
"37",3.04081632653061,-0.833333333333333
"38",3.13265306122449,-0.833333333333333
"39",-0.448979591836735,-0.75
"40",-0.357142857142857,-0.75
"41",-0.265306122448980,-0.75
"42",-0.173469387755102,-0.75
"43",-0.0816326530612245,-0.75
"44",0.0102040816326532,-0.75
"45",0.102040816326531,-0.75
"46",0.193877551020408,-0.75
"47",0.285714285714286,-0.75
"48",0.377551020408163,-0.75
"49",0.469387755102041,-0.75
"50",0.561224489795918,-0.75
"51",0.653061224489796,-0.75
"52",0.744897959183674,-0.75
"53",0.836734693877551,-0.75
"54",0.928571428571429,-0.75
"55",1.02040816326531,-0.75
"56",1.11224489795918,-0.75
"57",1.20408163265306,-0.75
"58",1.29591836734694,-0.75
"59",1.38775510204082,-0.75
"60",1.47959183673469,-0.75
"61",1.57142857142857,-0.75
"62",1.66326530612245,-0.75
"63",1.75510204081633,-0.75
"64",1.84693877551020,-0.75
"65",1.93877551020408,-0.75
"66",2.03061224489796,-0.75
"67",2.12244897959184,-0.75
"68",2.21428571428571,-0.75
"69",2.30612244897959,-0.75
"70",2.39795918367347,-0.75
"71",2.48979591836735,-0.75
"72",2.58163265306122,-0.75
"73",2.6734693877551,-0.75
"74",2.76530612244898,-0.75
"75",2.85714285714286,-0.75
"76",2.94897959183673,-0.75
"77",3.04081632653061,-0.75
"78",3.13265306122449,-0.75
"79",3.22448979591837,-0.75
"80",-0.540816326530612,-0.666666666666667
"81",-0.448979591836735,-0.666666666666667
"82",-0.357142857142857,-0.666666666666667
"83",-0.265306122448980,-0.666666666666667
"84",-0.173469387755102,-0.666666666666667
"85",-0.0816326530612245,-0.666666666666667
"86",0.0102040816326532,-0.666666666666667
"87",0.102040816326531,-0.666666666666667
"88",0.193877551020408,-0.666666666666667
"89",0.285714285714286,-0.666666666666667
"90",0.377551020408163,-0.666666666666667
"91",0.469387755102041,-0.666666666666667
"92",0.561224489795918,-0.666666666666667
"93",0.653061224489796,-0.666666666666667
"94",0.744897959183674,-0.666666666666667
"95",0.836734693877551,-0.666666666666667
"96",0.928571428571429,-0.666666666666667
"97",1.02040816326531,-0.666666666666667
"98",1.11224489795918,-0.666666666666667
"99",1.20408163265306,-0.666666666666667
"100",1.29591836734694,-0.666666666666667
"101",1.38775510204082,-0.666666666666667
"102",1.47959183673469,-0.666666666666667
"103",1.57142857142857,-0.666666666666667
"104",1.66326530612245,-0.666666666666667
"105",1.75510204081633,-0.666666666666667
"106",1.84693877551020,-0.666666666666667
"107",1.93877551020408,-0.666666666666667
